"Filename","Path","Lifetime Authors","Lifetime Changes","Line Count","Coverage Percentage","Id",""
"week-year.js","/home/marczinusd/dev/moment/src/lib/units/week-year.js","2","9","107","-1","c257da83-be6d-4520-8996-d1ad3438ed38",""
"minute.js","/home/marczinusd/dev/moment/src/lib/units/minute.js","2","4","29","-1","030dd4f1-0932-437d-8249-b57d0642febb",""
"quarter.js","/home/marczinusd/dev/moment/src/lib/units/quarter.js","3","5","32","78.44827586206897","073ebe72-05dc-4284-bafe-5c883cdf397f",""
"day-of-month.js","/home/marczinusd/dev/moment/src/lib/units/day-of-month.js","4","7","39","-1","975c691e-7d13-4c9b-8a9f-2be49b35ced4",""
"year.js","/home/marczinusd/dev/moment/src/lib/units/year.js","5","9","75","48.97959183673469","6fa29b50-3e3f-4919-be0a-c66d71bb036a",""
"day-of-week.js","/home/marczinusd/dev/moment/src/lib/units/day-of-week.js","7","19","364","-1","82e02f81-64c1-4f60-ad91-5d3c0f26394e",""
"day-of-year.js","/home/marczinusd/dev/moment/src/lib/units/day-of-year.js","3","7","36","-1","01c62ee3-0144-4de2-aa2c-53b8c81f247f",""
"timestamp.js","/home/marczinusd/dev/moment/src/lib/units/timestamp.js","1","3","20","-1","9a42bb8b-148b-4a27-8516-3fc55eafe617",""
"start-end-of.js","/home/marczinusd/dev/moment/src/lib/moment/start-end-of.js","3","6","59","-1","2e88b012-3f6f-4a7d-b58e-a31aff01b01b",""
"get-set.js","/home/marczinusd/dev/moment/src/lib/moment/get-set.js","6","10","61","-1","c2694b51-7d3c-4b94-8c6d-271ac83e2f76",""
"prototype.js","/home/marczinusd/dev/moment/src/lib/moment/prototype.js","7","17","150","50","d2540b32-73aa-4617-83b3-a95aa2a374a3",""
"to.js","/home/marczinusd/dev/moment/src/lib/moment/to.js","1","4","17","69.1358024691358","ecb228e5-2b0d-444d-bc40-d245ca717f0c",""
"constructor.js","/home/marczinusd/dev/moment/src/lib/moment/constructor.js","5","11","77","-1","6f1327db-6117-4ce6-9520-f387e44d1cb7",""
"compare.js","/home/marczinusd/dev/moment/src/lib/moment/compare.js","5","9","59","-1","21961dac-fde5-44ec-8550-c3d8e5a2b03b",""
"creation-data.js","/home/marczinusd/dev/moment/src/lib/moment/creation-data.js","2","3","9","60.9375","f22bec2a-3145-4574-98e8-72cc8c0d035f",""
"format.js","/home/marczinusd/dev/moment/src/lib/moment/format.js","6","9","62","89.56521739130434","5db609f0-cce2-4d19-b05b-da22384f83c2",""
"add-subtract.js","/home/marczinusd/dev/moment/src/lib/moment/add-subtract.js","4","9","55","-1","da1b3e34-48ca-4167-a8f8-7abc87c71047",""
"to-type.js","/home/marczinusd/dev/moment/src/lib/moment/to-type.js","4","9","34","-1","4f9fba54-e273-4257-82ea-bd3e3ea1ce02",""
"from.js","/home/marczinusd/dev/moment/src/lib/moment/from.js","1","5","17","-1","d3897df8-2924-46a3-968d-83f9770656b7",""
"now.js","/home/marczinusd/dev/moment/src/lib/moment/now.js","2","3","3","71.91011235955057","249314f4-cbdd-43bf-a399-cfb712d1fa0e",""
"min-max.js","/home/marczinusd/dev/moment/src/lib/moment/min-max.js","5","8","63","-1","8bf1bc30-ab2d-4de0-848f-387a04408601",""
"calendar.js","/home/marczinusd/dev/moment/src/lib/moment/calendar.js","6","11","26","77.27272727272727","dc21def2-9cef-48e1-a9bf-ec11e93542fa",""
"locale.js","/home/marczinusd/dev/moment/src/lib/moment/locale.js","1","3","34","96.11940298507463","c088e711-2c69-4e2a-a32b-aba185a09c97",""
"dv.js","/home/marczinusd/dev/moment/src/locale/dv.js","3","6","90","100","66afbe89-a091-41a1-922a-cdcdf823b4e3",""
"bs.js","/home/marczinusd/dev/moment/src/locale/bs.js","6","12","143","78.43137254901961","7a73fd52-244b-4c8a-a5ff-6300d59856b8",""
"ta.js","/home/marczinusd/dev/moment/src/locale/ta.js","4","9","121","100","b54f4e2c-99be-4716-9088-a6ff46536633",""
"pt.js","/home/marczinusd/dev/moment/src/locale/pt.js","7","11","57","100","30c2c2eb-cfd1-42a8-bae8-c9df285cb6e3",""
"ml.js","/home/marczinusd/dev/moment/src/locale/ml.js","3","8","73","100","3a50830d-44f8-4839-a122-447bbd43b74d",""
"kk.js","/home/marczinusd/dev/moment/src/locale/kk.js","5","6","78","100","00743ee2-867e-4498-9cfe-d448609919e6",""
"fi.js","/home/marczinusd/dev/moment/src/locale/fi.js","5","9","101","100","213f9cca-045d-4818-9459-2f6208b435e0",""
"az.js","/home/marczinusd/dev/moment/src/locale/az.js","4","9","97","100","b30a52fb-0ee0-47e5-8402-63cd686e0c95",""
"ca.js","/home/marczinusd/dev/moment/src/locale/ca.js","7","13","80","100","63882c84-ffda-4f54-9218-81d3219aff28",""
"gd.js","/home/marczinusd/dev/moment/src/locale/gd.js","4","8","68","100","e2eddb8a-9cd6-4d7a-ac76-05b609c5389d",""
"bg.js","/home/marczinusd/dev/moment/src/locale/bg.js","5","8","82","95.45454545454545","497671fe-e171-4bca-ac6e-26571eddbe2a",""
"mk.js","/home/marczinusd/dev/moment/src/locale/mk.js","6","9","82","95.45454545454545","571aa1ab-eaec-4a45-ac0a-49128f83061e",""
