"Filename","Path","Lifetime Authors","Lifetime Changes","Line Count","Coverage Percentage","Id",""
"input.js","/home/marczinusd/dev/react/fixtures/packaging/brunch/dev/input.js","3","4","7","-1","d21a1e79-5c2e-46af-96b6-96513ca82b21",""
"config.js","/home/marczinusd/dev/react/fixtures/packaging/brunch/prod/config.js","1","2","10","-1","edc47fac-bbdd-4185-94dd-0e76d9b9f167",""
"input.js","/home/marczinusd/dev/react/fixtures/packaging/brunch/prod/input.js","3","4","7","-1","261f1062-d0d6-41c4-b20a-d4b0614ac7ea",""
"config.js","/home/marczinusd/dev/react/fixtures/packaging/webpack-alias/dev/config.js","2","3","15","-1","e3bedd1f-4817-4641-9379-3d759134113e",""
"input.js","/home/marczinusd/dev/react/fixtures/packaging/webpack-alias/dev/input.js","3","4","7","-1","9b4fda4c-7ab6-4e90-930c-1ec60880f5ca",""
"config.js","/home/marczinusd/dev/react/fixtures/packaging/webpack-alias/prod/config.js","2","3","15","-1","dbc8ec80-3d2e-4d26-934b-794c15efbfb9",""
"input.js","/home/marczinusd/dev/react/fixtures/packaging/webpack-alias/prod/input.js","3","4","7","-1","7e3d9c72-ddae-47c0-9efe-9f7a48e88fc4",""
"TestCase.js","/home/marczinusd/dev/react/fixtures/dom/src/components/TestCase.js","3","6","153","-1","521932f0-b48d-4622-8367-1dba672e4592",""
"ReactTypes.js","/home/marczinusd/dev/react/src/renderers/shared/fiber/isomorphic/ReactTypes.js","5","8","50","-1","fc861f0b-bb23-4689-8b63-eb43f800be75",""
"ReactCoroutine.js","/home/marczinusd/dev/react/src/renderers/shared/fiber/isomorphic/ReactCoroutine.js","5","11","95","-1","105920d9-bde4-4c2f-a838-ecb2c7401aa6",""
"ReactServerRenderingTransaction.js","/home/marczinusd/dev/react/src/renderers/dom/stack/server/ReactServerRenderingTransaction.js","2","4","86","-1","46a5af5d-8b59-4759-bf82-46475329463c",""
"ReactDOMFiberOption.js","/home/marczinusd/dev/react/src/renderers/dom/fiber/wrappers/ReactDOMFiberOption.js","4","13","73","-1","b6659bf8-a413-4351-a689-d7695a6c0baa",""
"ReactDOMFiberInput.js","/home/marczinusd/dev/react/src/renderers/dom/fiber/wrappers/ReactDOMFiberInput.js","7","24","337","-1","ec60aeb1-8011-4ed3-b04d-37791cc4a772",""
"ReactDOMFiberTextarea.js","/home/marczinusd/dev/react/src/renderers/dom/fiber/wrappers/ReactDOMFiberTextarea.js","4","17","176","-1","a4a8abe6-4d8b-47fd-a25c-407b6e4d7c4f",""
"ReactDOMFiberSelect.js","/home/marczinusd/dev/react/src/renderers/dom/fiber/wrappers/ReactDOMFiberSelect.js","7","26","215","-1","838d8c60-2ade-4e3f-882c-83f304e35dec",""
"SyntheticDragEvent.js","/home/marczinusd/dev/react/src/renderers/dom/shared/syntheticEvents/SyntheticDragEvent.js","2","4","45","-1","46586fb7-a274-417c-bd6e-0a0e0b6ab252",""
"SyntheticTouchEvent.js","/home/marczinusd/dev/react/src/renderers/dom/shared/syntheticEvents/SyntheticTouchEvent.js","2","4","54","-1","efef20cf-4375-4795-b390-cbd1eeecbbf5",""
"SyntheticClipboardEvent.js","/home/marczinusd/dev/react/src/renderers/dom/shared/syntheticEvents/SyntheticClipboardEvent.js","2","4","49","-1","d3b1ae99-76ed-4e47-bf6c-844f531ad3c6",""
"initialize.js","/home/marczinusd/dev/react/fixtures/packaging/brunch/prod/app/initialize.js","3","4","7","-1","c9ebbb93-7814-4ca0-a243-2411e468c05e",""
"SyntheticCompositionEvent.js","/home/marczinusd/dev/react/src/renderers/dom/shared/syntheticEvents/SyntheticCompositionEvent.js","2","4","48","-1","d01282d7-db5a-44a5-8044-6f21ec56414a",""
"SyntheticTransitionEvent.js","/home/marczinusd/dev/react/src/renderers/dom/shared/syntheticEvents/SyntheticTransitionEvent.js","2","4","48","-1","dac355e6-0ae8-4273-9146-f598e86cc63e",""
"SyntheticUIEvent.js","/home/marczinusd/dev/react/src/renderers/dom/shared/syntheticEvents/SyntheticUIEvent.js","2","4","68","-1","da15f859-62e0-4424-8ab4-6d759b0953ac",""
"SyntheticMouseEvent.js","/home/marczinusd/dev/react/src/renderers/dom/shared/syntheticEvents/SyntheticMouseEvent.js","3","7","67","-1","774da755-4b73-483d-b6e1-835561725d5a",""
"SyntheticInputEvent.js","/home/marczinusd/dev/react/src/renderers/dom/shared/syntheticEvents/SyntheticInputEvent.js","2","4","46","-1","fe0b41b0-9873-4b5d-afb3-ee89244bff3b",""
"SyntheticAnimationEvent.js","/home/marczinusd/dev/react/src/renderers/dom/shared/syntheticEvents/SyntheticAnimationEvent.js","2","4","48","-1","2f136a5a-7197-4f4c-afbf-9b1b51461744",""
"SyntheticFocusEvent.js","/home/marczinusd/dev/react/src/renderers/dom/shared/syntheticEvents/SyntheticFocusEvent.js","2","4","45","-1","d6a2c1cb-76c5-4895-851e-e6825e511b64",""
"SyntheticKeyboardEvent.js","/home/marczinusd/dev/react/src/renderers/dom/shared/syntheticEvents/SyntheticKeyboardEvent.js","2","4","93","-1","b2a05f17-9eaa-434c-91d4-156e94b55b87",""
"SyntheticWheelEvent.js","/home/marczinusd/dev/react/src/renderers/dom/shared/syntheticEvents/SyntheticWheelEvent.js","2","4","66","-1","4dfcbe24-57af-4ff2-970e-70c6dfba2e09",""
"initialize.js","/home/marczinusd/dev/react/fixtures/packaging/brunch/dev/app/initialize.js","3","4","7","-1","11276dad-69b9-4925-a748-490db21c3d51",""
"ResponderSyntheticEvent.js","/home/marczinusd/dev/react/src/renderers/shared/shared/event/eventPlugins/ResponderSyntheticEvent.js","2","4","48","-1","cee07472-8d7b-43c4-985c-ea7fb9e74fe8",""
"ResponderEventPlugin.js","/home/marczinusd/dev/react/src/renderers/shared/shared/event/eventPlugins/ResponderEventPlugin.js","3","8","597","-1","201d4b9c-2f78-4c84-9baf-8de8b6fdc136",""
"NumberInputDecimal.js","/home/marczinusd/dev/react/fixtures/dom/src/components/fixtures/number-inputs/NumberInputDecimal.js","3","4","33","-1","f350fecc-c6b6-4a05-853f-d55ef1fec790",""
"NumberTestCase.js","/home/marczinusd/dev/react/fixtures/dom/src/components/fixtures/number-inputs/NumberTestCase.js","4","5","41","-1","9797d674-5a01-449e-bc30-967bbb11cb63",""
"NumberInputExtraZeroes.js","/home/marczinusd/dev/react/fixtures/dom/src/components/fixtures/number-inputs/NumberInputExtraZeroes.js","3","4","30","-1","2dbf35e8-525c-4b5a-abe6-4f3082875e77",""
"persistence.js","/home/marczinusd/dev/react/fixtures/dom/src/components/fixtures/event-pooling/persistence.js","1","2","65","-1","46fba0cb-387d-4fde-8e8c-ff879b52d893",""
"hit-box.js","/home/marczinusd/dev/react/fixtures/dom/src/components/fixtures/event-pooling/hit-box.js","1","2","38","-1","a51524e3-e3a7-4289-925f-a4e668c98c6d",""
"mouse-move.js","/home/marczinusd/dev/react/fixtures/dom/src/components/fixtures/event-pooling/mouse-move.js","1","2","51","-1","17880012-7650-4244-8d57-a6be6811ec12",""
"RangeKeyboardFixture.js","/home/marczinusd/dev/react/fixtures/dom/src/components/fixtures/input-change-events/RangeKeyboardFixture.js","2","3","73","-1","d847cb96-dd44-4d8d-904a-652ae37e4263",""
"RadioGroupFixture.js","/home/marczinusd/dev/react/fixtures/dom/src/components/fixtures/input-change-events/RadioGroupFixture.js","1","2","58","-1","ad712708-0189-44d4-860e-2d91a4771f4e",""
"RadioClickFixture.js","/home/marczinusd/dev/react/fixtures/dom/src/components/fixtures/input-change-events/RadioClickFixture.js","2","3","48","-1","5719bff4-999e-4432-b990-d9cbdc70e7f9",""
"InputPlaceholderFixture.js","/home/marczinusd/dev/react/fixtures/dom/src/components/fixtures/input-change-events/InputPlaceholderFixture.js","2","3","59","-1","88eb096b-56c7-4c60-9217-e22aa55bc018",""
"PasswordTestCase.js","/home/marczinusd/dev/react/fixtures/dom/src/components/fixtures/password-inputs/PasswordTestCase.js","4","5","38","-1","fb894270-cc47-48d8-9e4c-53b3822face7",""
"ReactDOMTextarea.js","/home/marczinusd/dev/react/src/renderers/dom/stack/client/wrappers/ReactDOMTextarea.js","3","12","173","-1","2bd476d9-f6b7-4a6f-83c5-8f2c90f34ee1",""
"ReactDOMOption.js","/home/marczinusd/dev/react/src/renderers/dom/stack/client/wrappers/ReactDOMOption.js","2","5","128","-1","437aa19e-646c-4796-9888-658b745267f1",""
"ReactDOMSelect.js","/home/marczinusd/dev/react/src/renderers/dom/stack/client/wrappers/ReactDOMSelect.js","4","15","203","-1","9fb60224-5287-463b-8a3c-be7a93a6e031",""
"ReactDOMInput.js","/home/marczinusd/dev/react/src/renderers/dom/stack/client/wrappers/ReactDOMInput.js","4","16","337","-1","8f16f23d-1c6c-4ffc-a1e7-64bcd3324185",""
"TouchHistoryMath.js","/home/marczinusd/dev/react/src/renderers/shared/shared/event/eventPlugins/TouchHistoryMath.js","1","3","148","-1","a4fb1d38-31e2-4e1d-8eb3-33ed61e12bdb",""
"ResponderTouchHistoryStore.js","/home/marczinusd/dev/react/src/renderers/shared/shared/event/eventPlugins/ResponderTouchHistoryStore.js","4","8","223","-1","3f149587-a160-4144-883b-e9ce52f1a502",""
"voidElementTags.js","/home/marczinusd/dev/react/src/renderers/dom/shared/utils/voidElementTags.js","2","3","22","-1","932390fb-47cd-4350-bd34-10107e311deb",""
"getNodeForCharacterOffset.js","/home/marczinusd/dev/react/src/renderers/dom/shared/utils/getNodeForCharacterOffset.js","3","4","73","-1","90ccfd8f-f437-4858-af5c-c4bb2432a9c0",""
"ReactControlledValuePropTypes.js","/home/marczinusd/dev/react/src/renderers/dom/shared/utils/ReactControlledValuePropTypes.js","6","13","103","-1","d4d71716-42a8-4e53-a3ca-38df911c83f5",""
"getEventModifierState.js","/home/marczinusd/dev/react/src/renderers/dom/shared/utils/getEventModifierState.js","2","4","41","-1","76d81a86-9f25-4d1c-95b0-f91e59020455",""
"SelectEventPlugin.js","/home/marczinusd/dev/react/src/renderers/dom/shared/eventPlugins/SelectEventPlugin.js","4","10","214","-1","a747f45f-074d-4f36-88dd-782a5de77dbf",""
"ReactDOMComponent.js","/home/marczinusd/dev/react/src/renderers/dom/stack/client/ReactDOMComponent.js","17","38","1195","-1","c8c523d6-d632-4511-8622-4622d47f5396",""
"ReactDOMStackInjection.js","/home/marczinusd/dev/react/src/renderers/dom/stack/client/ReactDOMStackInjection.js","3","8","52","-1","9088c623-be85-4b68-9a13-411ab52396c4",""
"ReactDOMEmptyComponent.js","/home/marczinusd/dev/react/src/renderers/dom/stack/client/ReactDOMEmptyComponent.js","2","4","61","-1","e3344593-0b15-4b86-b7cb-aec6b6ff001b",""
"DOMChildrenOperations.js","/home/marczinusd/dev/react/src/renderers/dom/stack/client/DOMChildrenOperations.js","2","5","248","-1","bb0d0340-9fd1-4465-bf74-27ac257a8357",""
"ReactComponentBrowserEnvironment.js","/home/marczinusd/dev/react/src/renderers/dom/stack/client/ReactComponentBrowserEnvironment.js","2","4","26","-1","7a4caf0e-8206-402e-be61-64c698b2f974",""
"ReactDOMIDOperations.js","/home/marczinusd/dev/react/src/renderers/dom/stack/client/ReactDOMIDOperations.js","2","4","31","-1","949d1c20-6429-4ca4-9063-ee9a764e6e2a",""
"ReactDOMContainerInfo.js","/home/marczinusd/dev/react/src/renderers/dom/stack/client/ReactDOMContainerInfo.js","3","5","34","-1","4de20cdb-3bab-4f67-8787-7e348b80a056",""
"DOMLazyTree.js","/home/marczinusd/dev/react/src/renderers/dom/stack/client/DOMLazyTree.js","3","8","128","-1","b3a178da-6796-4666-9791-421ed240dc42",""
"Danger.js","/home/marczinusd/dev/react/src/renderers/dom/stack/client/Danger.js","2","5","54","-1","49236c7a-ae8c-4424-8fae-4a84f39badd2",""
"ReactMount.js","/home/marczinusd/dev/react/src/renderers/dom/stack/client/ReactMount.js","9","20","778","-1","42025e09-71a9-43e8-8e6b-db781b12f02e",""
"ReactDOMTextComponent.js","/home/marczinusd/dev/react/src/renderers/dom/stack/client/ReactDOMTextComponent.js","3","7","185","-1","e730777b-87e2-4470-83b8-f115eb7591ec",""
"ReactReconcileTransaction.js","/home/marczinusd/dev/react/src/renderers/dom/stack/client/ReactReconcileTransaction.js","3","5","178","-1","83fddeda-7913-496e-873d-94436454552a",""
"ReactMarkupChecksum.js","/home/marczinusd/dev/react/src/renderers/dom/stack/server/ReactMarkupChecksum.js","2","4","53","-1","092a690d-faf2-4a37-ab6d-b7fbb6388565",""
"ReactServerBatchingStrategy.js","/home/marczinusd/dev/react/src/renderers/dom/stack/server/ReactServerBatchingStrategy.js","2","3","20","-1","21bf7691-8962-4962-8a53-327dc4209e1f",""
"ReactServerRendering.js","/home/marczinusd/dev/react/src/renderers/dom/stack/server/ReactServerRendering.js","4","8","102","-1","f3497ffd-398a-4492-a310-8475c727845b",""
"ReactServerUpdateQueue.js","/home/marczinusd/dev/react/src/renderers/dom/stack/server/ReactServerUpdateQueue.js","6","9","150","-1","84735803-8d32-4f81-9076-bd942ff7a96b",""
"FallbackCompositionState.js","/home/marczinusd/dev/react/src/renderers/dom/shared/eventPlugins/FallbackCompositionState.js","3","4","79","-1","04136bd9-ae9b-46a4-82fa-0ddb87bef9d3",""
"ReactDOMFiberEntry.js","/home/marczinusd/dev/react/src/renderers/dom/fiber/ReactDOMFiberEntry.js","11","29","834","-1","9811722d-cff5-4e7c-b019-4c32a3230923",""
"ChangeEventPlugin.js","/home/marczinusd/dev/react/src/renderers/dom/shared/eventPlugins/ChangeEventPlugin.js","6","18","310","-1","5f5d14e0-878a-48cb-9667-baf96d69bc2d",""
"BeforeInputEventPlugin.js","/home/marczinusd/dev/react/src/renderers/dom/shared/eventPlugins/BeforeInputEventPlugin.js","6","10","476","-1","cc6bf6c0-e906-45d6-ba9d-830e36bafd48",""
"isCustomComponent.js","/home/marczinusd/dev/react/src/renderers/dom/shared/utils/isCustomComponent.js","4","5","36","-1","5babfc7e-505b-4977-8552-f79171e276ab",""
"assertValidProps.js","/home/marczinusd/dev/react/src/renderers/dom/shared/utils/assertValidProps.js","4","5","83","-1","ce92f59b-2c2f-43a8-ad9c-d7d50f8507ea",""
"getTextContentAccessor.js","/home/marczinusd/dev/react/src/renderers/dom/shared/utils/getTextContentAccessor.js","2","5","33","-1","8bba7934-c33b-4124-b449-0abe06805ed0",""
"omittedCloseTags.js","/home/marczinusd/dev/react/src/renderers/dom/shared/utils/omittedCloseTags.js","2","3","34","-1","dfc6444d-3efb-4c43-af7d-404749dd7756",""
"getEventCharCode.js","/home/marczinusd/dev/react/src/renderers/dom/shared/utils/getEventCharCode.js","2","3","47","-1","94acc806-999c-4aff-91e7-746bb8b4ae99",""
"AutoFocusUtils.js","/home/marczinusd/dev/react/src/renderers/dom/shared/utils/AutoFocusUtils.js","2","4","22","-1","9de3533d-c3bc-4638-90ff-d4a3f23dffe3",""
"getEventKey.js","/home/marczinusd/dev/react/src/renderers/dom/shared/utils/getEventKey.js","2","4","110","-1","f7e6401a-199d-4f53-9a69-c226c6f6c889",""
